profile_id,username_length,bio_length,followers_count,following_count,posts_count,engagement_rate,profile_picture,verified_status,account_age_days,external_url,suspicious_keywords_count,hashtags_count,average_likes,average_comments,label,ratio
95,10,26,15885,456,1,0.0021840184971911,0,0,72,1,3,0,243,91,fake,34.75929978118162
96,17,106,6075,2407,259,0.0720416069092343,1,1,497,0,3,0,82,58,real,2.522840531561462
97,19,48,1104,1942,38,0.0511536194234791,1,0,983,0,3,6,366,56,real,0.5681935151827071
98,6,119,2421,2738,53,0.0943565217156977,1,0,89,1,4,6,960,53,real,0.8838992332968236
99,14,43,2627,3545,473,0.0041880393838775,0,0,997,0,1,1,612,89,real,0.7408347433728144
100,16,15,7099,380,42,0.0005806004460875,0,0,62,0,6,2,493,86,fake,18.63254593175853
101,6,110,4155,2800,288,0.0584224788831718,1,0,897,0,1,1,15,43,real,1.4833987861478044
102,14,133,2785,2717,199,0.0920196986074274,1,0,853,0,0,5,719,74,real,1.0246504782928625
103,18,107,6638,3943,275,0.0049158523621427,0,0,827,0,4,7,886,97,real,1.6830628803245435
104,8,0,17581,17,21,0.0092512820086345,0,0,50,1,5,7,717,49,fake,976.7222222222222
105,18,113,3980,932,404,0.0853629928527957,1,1,778,1,0,0,991,60,real,4.265809217577706
106,19,77,7982,2185,172,0.0241927728119236,0,0,223,0,3,8,817,94,real,3.6514181152790486
107,19,129,8785,1592,247,0.0876292348523937,1,0,748,0,3,7,868,94,real,5.514752040175769
108,12,36,5425,574,382,0.0019043409274291,0,0,665,1,3,8,843,16,real,9.434782608695652
109,18,19,4341,3268,217,0.0732454629133729,0,0,468,1,1,8,146,73,real,1.3279290302844906
110,11,25,1952,2607,86,0.0933113221168653,1,1,569,1,1,5,788,81,real,0.7484662576687117
111,16,28,6036,2510,81,0.0657197661640062,1,1,322,1,1,2,413,99,real,2.4038231780167263
112,13,0,8311,4576,61,0.0439029243980448,0,1,375,0,3,0,637,60,real,1.8158182215424952
113,18,118,201,997,286,0.0044881016472718,0,1,112,1,0,7,564,47,real,0.20140280561122245
114,12,34,9105,3646,499,0.0920113813322628,1,1,527,1,3,9,752,15,real,2.4965725253633124
115,9,4,11159,32,25,0.0098166829263775,0,0,77,0,3,2,579,63,fake,338.1515151515151
116,17,68,6721,360,11,0.0028996744335948,0,1,269,1,1,6,215,28,real,18.617728531855956
117,6,11,9285,1938,320,0.0689821071328762,1,0,626,1,2,9,419,20,real,4.788550799381125
118,19,19,659,358,233,0.0481837253576258,0,0,252,1,1,5,815,97,real,1.8356545961002786
119,9,42,4144,4287,328,0.012434531744241,0,0,374,1,4,2,615,63,real,0.9664179104477612
120,12,125,7597,4742,130,0.0214271809310259,0,0,654,1,0,5,45,33,real,1.6017288635884461
121,14,12,14810,278,32,0.0056734419351397,0,0,54,0,4,2,239,36,fake,53.08243727598566
122,13,28,1046,2236,217,0.0574293539708573,0,0,450,0,1,8,236,13,real,0.46759052302190435
123,16,12,10726,288,23,0.0088840191483777,0,0,54,0,9,0,704,62,fake,37.11418685121107
124,16,2,19097,40,4,0.0023181604971475,0,0,97,0,6,7,271,68,fake,465.780487804878
125,16,83,5467,2429,178,0.0817102133002615,0,1,869,0,0,4,140,23,real,2.2497942386831276
126,17,16,10540,423,20,0.0011103870458985,0,0,96,1,2,3,586,72,fake,24.858490566037737
127,13,125,2440,3050,471,0.0615624396683126,1,1,368,1,3,0,901,13,real,0.7997377908882334
128,17,44,1889,2078,241,0.001275647970743,1,1,822,1,2,8,457,88,real,0.9086099086099086
129,19,51,7552,1135,333,0.0695229655747735,1,0,255,1,1,8,195,40,real,6.647887323943662
130,17,79,2021,3127,380,0.0417999216920351,1,0,463,1,0,4,638,30,real,0.6460997442455243
131,5,18,9102,179,45,0.0049981693740841,0,0,28,1,6,8,195,94,fake,50.56666666666667
132,13,4,13754,139,17,0.0081118341948378,0,0,51,1,5,9,283,25,fake,98.24285714285715
133,11,4,4844,404,38,0.0065465362324033,0,0,74,1,6,8,672,97,fake,11.960493827160494
134,13,84,1457,2180,241,0.0917098505171794,0,1,762,1,0,6,361,73,real,0.6680421824850986
135,12,128,3209,456,407,0.0133974866749781,1,0,799,1,2,7,422,26,real,7.021881838074398
136,5,7,6391,2668,456,0.0671511807281037,1,1,334,1,4,0,160,24,real,2.3945297864368675
137,16,95,7532,3372,140,0.000435957995658,1,1,989,1,0,3,393,97,real,2.2330269789504893
138,12,101,6069,2728,385,0.092465110540518,0,1,565,1,4,9,45,39,real,2.223891535360938
139,12,4,3193,3493,198,0.0112504133238091,1,0,368,0,1,9,335,89,real,0.9138523182598741
140,19,85,5472,2954,111,0.0094884230147574,0,0,555,1,4,3,474,79,real,1.851776649746193
141,15,33,3226,4386,126,0.0333007633052244,1,0,678,0,1,8,475,61,real,0.7353544563483018
142,7,54,3146,605,20,0.037356628603908,1,0,554,1,1,2,104,49,real,5.191419141914191
143,5,118,3328,1996,146,0.0214300072322878,0,0,892,1,0,9,143,41,real,1.6664997496244367
144,12,14,1595,418,4,0.0063732016814376,0,0,33,1,8,9,171,70,fake,3.8066825775656326
145,7,144,9192,1084,302,0.0442914098041963,0,1,688,0,4,0,565,20,real,8.47188940092166
146,7,25,7667,3979,405,0.0034175589041087,0,0,67,0,2,4,309,44,real,1.9263819095477388
147,5,9,9330,166,7,0.0001745890822516,0,0,1,1,2,6,804,16,fake,55.868263473053894
148,15,11,18398,31,20,0.0031749289236509,0,0,85,1,8,3,365,21,fake,574.9375
149,9,23,1241,135,46,0.0093949578652248,0,0,69,1,6,8,249,15,fake,9.125
150,14,75,8427,3590,447,0.072487085357988,0,0,862,1,3,5,573,39,real,2.346700083542189
151,11,71,786,3017,84,0.0698116924083523,1,0,617,0,3,5,947,42,real,0.26043737574552683
152,14,10,19747,412,4,0.0013427353951692,0,0,1,0,8,2,802,61,fake,47.813559322033896
153,13,0,16002,466,12,0.0072636594518715,0,0,55,1,5,9,595,4,fake,34.265524625267666
154,16,32,539,2834,467,0.0272467184033096,0,0,886,0,2,9,816,24,real,0.19012345679012346
155,11,0,5077,4011,71,0.0831785300185159,1,1,186,0,0,4,759,3,real,1.2654536390827518
156,13,146,8090,1221,297,0.0980470797783071,0,1,284,1,1,9,176,1,real,6.6202945990180035
157,12,30,5528,239,484,0.0493847014741561,1,1,516,1,2,5,149,94,real,23.033333333333335
158,16,141,2163,4294,8,0.0009700354923042,0,1,650,1,1,3,148,13,real,0.5036088474970897
159,6,52,9496,3195,280,0.0140044812134229,0,1,691,0,4,2,890,54,real,2.9712140175219024
160,5,22,18116,178,18,0.0075931115380804,0,0,85,1,4,4,244,82,fake,101.20670391061452
161,11,68,6984,2142,480,0.0578585348592949,0,0,18,0,4,6,12,40,real,3.2589827344843676
162,11,20,1134,175,28,0.0073283324319228,0,0,89,1,5,5,265,11,fake,6.443181818181818
163,18,89,4784,3576,274,0.0943357298709881,0,0,928,1,3,1,380,42,real,1.3374336035784176
164,12,62,7702,3065,237,0.03650836732844,0,1,414,0,3,0,287,93,real,2.512067840834964
165,9,72,3113,698,19,0.0912584217924823,0,1,932,0,4,4,525,4,real,4.453505007153076
166,7,2,3626,166,1,0.0098928489410017,0,0,84,0,3,4,913,25,fake,21.7125748502994
167,16,12,4145,979,232,0.0755437272515581,1,0,420,0,1,5,791,36,real,4.229591836734694
168,12,72,7134,3470,489,0.0606719579782232,0,0,29,0,3,2,221,64,real,2.055315471045808
169,10,3,11316,339,36,0.0040920821135192,0,0,45,0,8,0,225,44,fake,33.28235294117647
170,15,67,854,3062,325,0.0638003235216248,0,1,348,1,3,3,279,40,real,0.27881162259222986
171,7,18,8179,31,25,0.0068219339220901,0,0,73,0,5,3,485,92,fake,255.59375
172,5,23,2510,481,28,0.001936551133838,0,0,80,0,3,9,537,45,fake,5.20746887966805
173,7,19,14045,273,4,0.0039970991587108,0,0,92,1,6,1,937,8,fake,51.25912408759124
174,9,131,1244,1617,485,0.0732290567425696,0,1,450,0,4,7,73,85,real,0.7688504326328801
175,19,101,6597,4376,195,0.0776946388392521,0,0,380,0,1,5,760,35,real,1.507196710075394
176,18,2,7907,312,31,0.0049156060243312,0,0,40,1,3,2,469,44,fake,25.261980830670925
177,7,81,4153,1290,83,0.0215639762725849,1,0,366,1,0,0,25,18,real,3.216886134779241
178,5,140,7195,3737,386,0.008380415909506,0,0,227,1,4,2,573,47,real,1.9248261102193687
179,9,17,5512,399,37,0.0021482754110002,0,0,61,0,8,7,28,25,fake,13.78
180,14,82,196,957,306,0.0514080695619273,0,0,412,1,1,3,334,41,real,0.2045929018789144
181,11,2,5302,272,47,0.0090681074235885,0,0,36,0,7,2,917,5,fake,19.42124542124542
182,19,6,19027,221,1,0.0071619783046736,0,0,24,1,6,3,102,64,fake,85.7072072072072
183,18,21,11960,474,4,0.0028375776809249,0,0,80,0,3,3,782,62,fake,25.178947368421053
184,11,87,2042,217,227,0.0527070938513458,1,1,543,1,0,1,819,72,real,9.36697247706422
185,15,53,1262,3392,447,0.0038202783757391,1,0,673,1,1,3,26,87,real,0.3719422340111995
186,13,88,5519,2804,263,0.0615214896596914,1,0,727,1,4,8,632,3,real,1.9675579322638146
187,19,142,5084,158,464,0.0828043285774252,0,0,444,0,0,3,849,37,real,31.9748427672956
188,19,64,1891,447,222,0.0157500548075803,0,1,681,0,2,0,881,95,real,4.220982142857143
189,14,75,279,2212,420,0.0594331733926595,1,0,81,1,3,0,497,93,real,0.12607320379575238
190,14,142,1640,3759,492,0.0593610544446414,1,0,46,1,0,0,103,41,real,0.43617021276595747
191,16,148,4415,3171,120,0.0164184964056358,0,1,49,1,0,4,19,20,real,1.3918663303909204
192,17,25,5406,173,46,0.0013495643929759,0,0,14,1,8,5,733,67,fake,31.06896551724138
193,7,59,1584,4463,410,0.0980051942976484,0,1,810,0,3,5,758,87,real,0.3548387096774194
194,19,92,1705,3255,172,0.0393719169653037,0,1,407,1,1,5,775,40,real,0.5236486486486487
195,11,48,3268,4561,3,0.0227421728723529,0,0,880,1,3,8,537,85,real,0.716352476983779
196,5,27,10591,145,32,0.002878673284225,0,0,98,0,8,0,498,77,fake,72.54109589041096
197,8,101,1455,4734,127,0.0667601713583235,1,1,473,0,2,9,153,8,real,0.307286166842661
198,17,10,6273,3280,473,0.0609445297327278,1,0,416,1,0,5,563,5,real,1.9119170984455958
199,8,98,8421,495,479,0.0643552122987417,1,1,979,1,2,7,524,25,real,16.97782258064516
200,18,109,62,209,471,0.0088006027511452,1,1,600,0,4,7,928,39,real,0.29523809523809524
201,9,28,10742,261,34,0.0062298538224308,0,0,88,0,5,2,479,37,fake,41.0
202,11,20,4411,214,18,0.0082640863831028,0,0,75,1,2,4,386,5,fake,20.516279069767442
203,11,2,7589,1481,36,0.0313369406430357,0,1,316,0,3,9,677,8,real,5.120782726045884
204,17,23,17466,353,14,0.0050316825705516,0,0,1,0,6,3,503,4,fake,49.33898305084746
205,19,26,6696,311,34,0.0010249467350451,0,0,47,1,3,0,694,41,fake,21.46153846153846
206,15,0,14763,251,7,0.0024931486641109,0,0,76,1,2,8,493,60,fake,58.583333333333336
207,17,47,729,3383,30,0.0929260975197892,1,1,657,0,1,4,461,54,real,0.2154255319148936
208,8,116,8607,2088,438,0.0303453216449606,1,0,754,1,0,1,545,22,real,4.120153183341311
209,17,11,6865,1531,380,0.0863935807459954,1,1,544,1,4,1,796,78,real,4.481070496083551
210,11,132,2304,614,267,0.0781523129533067,1,0,775,1,3,6,84,19,real,3.7463414634146344
211,15,47,8273,3858,10,0.0930807672344761,1,0,723,1,4,3,49,77,real,2.1438196423944027
212,7,18,12112,329,46,0.0034514391938955,0,0,21,1,8,0,311,99,fake,36.7030303030303
213,10,17,11475,424,0,0.0063613625371102,0,0,73,0,3,4,561,68,fake,27.0
214,16,1,19824,288,37,0.0024664337536167,0,0,39,0,9,1,71,33,fake,68.59515570934256
215,6,42,708,3885,56,0.0824094490484374,1,1,58,1,1,6,759,22,real,0.18219248584662892
216,14,86,7253,2943,165,0.0005324190571064,0,1,424,1,3,8,512,65,real,2.4636548913043477
217,17,69,9028,558,187,0.0564819162886396,0,0,469,1,4,0,254,11,real,16.15026833631485
218,18,45,5928,848,341,0.0339203431271918,0,0,624,0,3,1,27,16,real,6.982332155477032
219,13,27,6760,70,21,0.0023392839265389,0,0,3,0,3,5,661,68,fake,95.21126760563381
220,9,122,5384,857,18,0.0644906323864917,1,1,435,0,1,7,407,93,real,6.275058275058275
221,10,26,19166,474,16,0.0028620186862119,0,0,16,0,3,6,603,44,fake,40.34947368421053
222,16,106,317,4517,467,0.0609195391393326,0,1,879,1,1,8,198,88,real,0.07016378928729526
223,16,79,3426,4783,183,0.0853172978646722,0,0,839,1,0,1,629,9,real,0.7161371237458194
224,16,46,4830,4264,269,0.026459711188103,0,1,165,0,4,8,755,72,real,1.1324736225087926
225,16,116,3568,4478,32,0.0519501854764981,1,1,727,0,3,3,789,78,real,0.7966063853538736
226,8,123,4488,2282,9,0.0450536539067076,0,0,331,1,4,2,113,79,real,1.9658344283837057
227,18,142,6541,3330,79,0.0011644899503096,0,1,330,1,3,6,932,62,real,1.9636745722005404
228,18,24,4630,2568,191,0.055681214314074,1,0,121,1,3,4,655,86,real,1.8022576878162708
229,15,11,15365,315,15,0.0059252904445354,0,0,68,1,5,4,353,15,fake,48.62341772151899
230,14,16,14894,311,44,0.0049263028394216,0,0,26,1,3,1,380,6,fake,47.73717948717949
231,11,20,7426,481,0,0.0084163595330244,0,0,54,0,2,5,42,1,fake,15.406639004149378
232,16,20,17088,308,2,0.0069793231441331,0,0,13,1,7,5,758,20,fake,55.300970873786405
233,13,2,13525,403,5,0.0066682187195633,0,0,61,0,3,3,383,36,fake,33.477722772277225
234,11,140,2989,4028,124,0.0116445524084711,0,1,916,0,1,4,857,2,real,0.7418714321171507
235,18,18,3978,1850,426,0.0596474577543952,1,1,801,1,3,6,187,70,real,2.1491085899513775
236,5,33,920,3301,335,0.027497919197364,1,0,168,0,4,7,21,2,real,0.2786190187764991
237,5,11,8906,104,2,0.0015465006200461,0,0,20,0,7,5,872,3,fake,84.81904761904762
238,13,124,3139,736,435,0.0429602743448546,0,0,546,1,1,4,962,7,real,4.259158751696065
239,15,116,5457,1254,96,0.0554322598083655,0,0,830,0,0,2,750,84,real,4.348207171314741
240,18,27,9922,157,46,0.0005522779861218,0,0,83,1,4,6,830,64,fake,62.79746835443038
241,13,26,5860,3728,274,0.0720433702225778,0,0,987,1,3,7,790,41,real,1.5714668812013945
242,8,24,15282,409,29,0.0050999886455927,0,0,27,0,8,2,899,54,fake,37.27317073170732
243,17,11,18744,471,46,0.0007164166537153,0,0,2,1,6,4,465,41,fake,39.71186440677966
244,13,143,8529,292,264,0.075487252890856,1,1,709,1,2,1,879,5,real,29.109215017064848
245,7,105,324,1091,8,0.0648695042533035,1,1,703,0,2,9,652,89,real,0.2967032967032967
246,11,5,3078,268,10,0.0036401791592633,0,0,10,1,5,9,258,82,fake,11.442379182156134
247,10,1,4886,2891,282,0.0553427700787068,0,0,10,0,4,3,457,63,real,1.6894882434301521
248,12,29,18361,39,26,0.0002611234836158,0,0,60,0,4,3,989,1,fake,459.025
249,15,9,8793,27,21,0.0017680897662985,0,0,89,1,4,7,579,25,fake,314.0357142857143
250,13,89,8357,1162,300,0.0376041791109156,1,1,247,0,3,2,13,81,real,7.1857265692175405
251,18,88,5602,3507,7,0.0942609710158655,0,1,360,1,3,4,245,46,real,1.596921322690992
252,9,93,1734,957,207,0.0817984771077205,0,1,909,0,2,4,182,15,real,1.8100208768267223
253,5,6,3353,4770,401,0.0587694469531312,1,0,221,1,4,1,331,69,real,0.7027876755397191
254,7,94,896,1727,124,0.0252181981819269,0,1,773,1,3,8,380,17,real,0.5185185185185185
255,14,29,2637,196,5,0.0011036786868922,0,0,19,0,2,3,557,21,fake,13.385786802030458
256,16,73,7688,646,32,0.0340384837677549,0,0,58,0,3,8,800,53,real,11.882534775888717
257,12,21,14916,463,37,0.0080098500397587,0,0,15,1,2,8,758,55,fake,32.14655172413793
258,19,140,3367,3407,203,0.0296065510038947,1,1,460,1,1,1,796,87,real,0.9879694835680751
259,15,70,880,574,5,0.0514929495392482,0,1,128,0,2,8,305,10,real,1.5304347826086957
260,10,55,6761,1611,296,0.0165370425513185,1,0,699,1,3,8,849,81,real,4.194168734491315
261,12,25,11173,221,40,0.0034612615256615,0,0,47,1,9,1,409,57,fake,50.328828828828826
262,13,35,1766,3680,4,0.0107924554964993,0,0,86,0,0,5,67,65,real,0.4797609345286607
263,8,83,1127,1035,442,0.0931944139654372,0,0,104,0,2,8,884,37,real,1.087837837837838
264,5,5,5004,44,45,0.0007884651827199,0,0,24,1,7,3,539,7,fake,111.2
265,18,6,1657,4767,273,0.0525360481819498,1,0,205,0,1,1,557,76,real,0.3475251677852349
266,5,53,7002,814,176,0.0724910271836084,1,1,641,0,1,6,417,40,real,8.591411042944785
267,14,128,6781,2461,337,0.0436048297972587,1,1,758,1,3,8,650,50,real,2.7542648253452477
268,8,13,17966,156,30,0.0026548020453967,0,0,16,0,7,5,522,1,fake,114.43312101910828
269,16,105,2771,1401,338,0.0340575937421118,1,1,363,0,2,3,73,20,real,1.9764621968616263
270,18,46,3445,1245,437,0.0301159019785445,1,0,621,1,3,0,583,31,real,2.764847512038523
271,11,122,6632,4042,444,0.0578229786169513,1,1,309,0,4,3,887,68,real,1.6403660648033638
272,6,1,16701,291,42,0.006828080860699,0,0,81,1,5,2,429,90,fake,57.195205479452056
273,7,118,4522,4733,386,0.0579536369149981,1,0,1,0,1,6,852,12,real,0.9552175749894382
274,5,149,1858,4854,24,0.0286660581287023,1,1,11,0,1,9,155,22,real,0.38269824922760043
275,9,117,2706,3559,324,0.0366957831816995,1,1,826,1,2,4,281,1,real,0.7601123595505618
276,5,20,1727,4210,182,0.0083897960628909,1,1,747,0,1,2,26,1,real,0.4101163619092852
277,12,10,11168,44,5,0.0074563527217235,0,0,60,0,5,1,801,3,fake,248.17777777777778
278,5,25,9269,1364,466,0.0253457129673016,1,0,936,0,2,1,107,76,real,6.79047619047619
279,15,14,9475,85,49,0.0011986512984952,0,0,80,0,9,4,461,21,fake,110.17441860465117
280,5,25,3398,81,19,0.0077856643993393,0,0,82,0,6,7,748,13,fake,41.4390243902439
281,6,25,2238,258,46,0.0037055915821707,0,0,49,0,3,7,984,61,fake,8.64092664092664
282,6,121,3881,2593,94,0.0038873697016689,1,0,755,1,4,4,907,13,real,1.4961449498843484
