profile_id,username_length,bio_length,followers_count,following_count,posts_count,engagement_rate,profile_picture,verified_status,account_age_days,external_url,suspicious_keywords_count,hashtags_count,average_likes,average_comments,label
159,6,52,9496,3195,280,0.014004481213422904,0,1,691,0,4,2,890,54,real
160,5,22,18116,178,18,0.007593111538080446,0,0,85,1,4,4,244,82,fake
161,11,68,6984,2142,480,0.05785853485929498,0,0,18,0,4,6,12,40,real
162,11,20,1134,175,28,0.007328332431922887,0,0,89,1,5,5,265,11,fake
163,18,89,4784,3576,274,0.09433572987098816,0,0,928,1,3,1,380,42,real
164,12,62,7702,3065,237,0.036508367328440074,0,1,414,0,3,0,287,93,real
165,9,72,3113,698,19,0.09125842179248231,0,1,932,0,4,4,525,4,real
166,7,2,3626,166,1,0.009892848941001764,0,0,84,0,3,4,913,25,fake
167,16,12,4145,979,232,0.07554372725155811,1,0,420,0,1,5,791,36,real
168,12,72,7134,3470,489,0.0606719579782232,0,0,29,0,3,2,221,64,real
169,10,3,11316,339,36,0.004092082113519247,0,0,45,0,8,0,225,44,fake
170,15,67,854,3062,325,0.06380032352162482,0,1,348,1,3,3,279,40,real
171,7,18,8179,31,25,0.006821933922090193,0,0,73,0,5,3,485,92,fake
172,5,23,2510,481,28,0.0019365511338380237,0,0,80,0,3,9,537,45,fake
173,7,19,14045,273,4,0.00399709915871088,0,0,92,1,6,1,937,8,fake
174,9,131,1244,1617,485,0.07322905674256962,0,1,450,0,4,7,73,85,real
175,19,101,6597,4376,195,0.07769463883925212,0,0,380,0,1,5,760,35,real
176,18,2,7907,312,31,0.004915606024331265,0,0,40,1,3,2,469,44,fake
177,7,81,4153,1290,83,0.02156397627258492,1,0,366,1,0,0,25,18,real
178,5,140,7195,3737,386,0.008380415909506079,0,0,227,1,4,2,573,47,real
179,9,17,5512,399,37,0.002148275411000256,0,0,61,0,8,7,28,25,fake
180,14,82,196,957,306,0.05140806956192732,0,0,412,1,1,3,334,41,real
181,11,2,5302,272,47,0.009068107423588597,0,0,36,0,7,2,917,5,fake
182,19,6,19027,221,1,0.007161978304673624,0,0,24,1,6,3,102,64,fake
183,18,21,11960,474,4,0.0028375776809249475,0,0,80,0,3,3,782,62,fake
184,11,87,2042,217,227,0.05270709385134584,1,1,543,1,0,1,819,72,real
185,15,53,1262,3392,447,0.003820278375739106,1,0,673,1,1,3,26,87,real
186,13,88,5519,2804,263,0.0615214896596914,1,0,727,1,4,8,632,3,real
187,19,142,5084,158,464,0.08280432857742523,0,0,444,0,0,3,849,37,real
188,19,64,1891,447,222,0.015750054807580384,0,1,681,0,2,0,881,95,real
189,14,75,279,2212,420,0.05943317339265958,1,0,81,1,3,0,497,93,real
190,14,142,1640,3759,492,0.05936105444464144,1,0,46,1,0,0,103,41,real
191,16,148,4415,3171,120,0.016418496405635873,0,1,49,1,0,4,19,20,real
192,17,25,5406,173,46,0.0013495643929759427,0,0,14,1,8,5,733,67,fake
193,7,59,1584,4463,410,0.09800519429764848,0,1,810,0,3,5,758,87,real
194,19,92,1705,3255,172,0.03937191696530376,0,1,407,1,1,5,775,40,real
195,11,48,3268,4561,3,0.02274217287235293,0,0,880,1,3,8,537,85,real
196,5,27,10591,145,32,0.0028786732842250775,0,0,98,0,8,0,498,77,fake
197,8,101,1455,4734,127,0.0667601713583235,1,1,473,0,2,9,153,8,real
198,17,10,6273,3280,473,0.06094452973272788,1,0,416,1,0,5,563,5,real
199,8,98,8421,495,479,0.06435521229874175,1,1,979,1,2,7,524,25,real
200,18,109,62,209,471,0.008800602751145225,1,1,600,0,4,7,928,39,real
201,9,28,10742,261,34,0.006229853822430844,0,0,88,0,5,2,479,37,fake
202,11,20,4411,214,18,0.008264086383102857,0,0,75,1,2,4,386,5,fake
203,11,2,7589,1481,36,0.03133694064303579,0,1,316,0,3,9,677,8,real
204,17,23,17466,353,14,0.005031682570551604,0,0,1,0,6,3,503,4,fake
205,19,26,6696,311,34,0.0010249467350451403,0,0,47,1,3,0,694,41,fake
206,15,0,14763,251,7,0.0024931486641109023,0,0,76,1,2,8,493,60,fake
207,17,47,729,3383,30,0.09292609751978921,1,1,657,0,1,4,461,54,real
208,8,116,8607,2088,438,0.03034532164496062,1,0,754,1,0,1,545,22,real
209,17,11,6865,1531,380,0.08639358074599549,1,1,544,1,4,1,796,78,real
210,11,132,2304,614,267,0.07815231295330671,1,0,775,1,3,6,84,19,real
211,15,47,8273,3858,10,0.09308076723447618,1,0,723,1,4,3,49,77,real
212,7,18,12112,329,46,0.0034514391938955235,0,0,21,1,8,0,311,99,fake
213,10,17,11475,424,0,0.006361362537110267,0,0,73,0,3,4,561,68,fake
214,16,1,19824,288,37,0.0024664337536167524,0,0,39,0,9,1,71,33,fake
215,6,42,708,3885,56,0.08240944904843743,1,1,58,1,1,6,759,22,real
216,14,86,7253,2943,165,0.0005324190571064258,0,1,424,1,3,8,512,65,real
217,17,69,9028,558,187,0.05648191628863961,0,0,469,1,4,0,254,11,real
218,18,45,5928,848,341,0.0339203431271918,0,0,624,0,3,1,27,16,real
219,13,27,6760,70,21,0.0023392839265389187,0,0,3,0,3,5,661,68,fake
220,9,122,5384,857,18,0.0644906323864917,1,1,435,0,1,7,407,93,real
221,10,26,19166,474,16,0.0028620186862119423,0,0,16,0,3,6,603,44,fake
222,16,106,317,4517,467,0.060919539139332624,0,1,879,1,1,8,198,88,real
223,16,79,3426,4783,183,0.08531729786467225,0,0,839,1,0,1,629,9,real
224,16,46,4830,4264,269,0.026459711188103,0,1,165,0,4,8,755,72,real
225,16,116,3568,4478,32,0.051950185476498115,1,1,727,0,3,3,789,78,real
226,8,123,4488,2282,9,0.045053653906707604,0,0,331,1,4,2,113,79,real
227,18,142,6541,3330,79,0.001164489950309622,0,1,330,1,3,6,932,62,real
228,18,24,4630,2568,191,0.055681214314074017,1,0,121,1,3,4,655,86,real
229,15,11,15365,315,15,0.00592529044453549,0,0,68,1,5,4,353,15,fake
230,14,16,14894,311,44,0.0049263028394216715,0,0,26,1,3,1,380,6,fake
231,11,20,7426,481,0,0.008416359533024408,0,0,54,0,2,5,42,1,fake
232,16,20,17088,308,2,0.006979323144133128,0,0,13,1,7,5,758,20,fake
233,13,2,13525,403,5,0.006668218719563306,0,0,61,0,3,3,383,36,fake
234,11,140,2989,4028,124,0.011644552408471143,0,1,916,0,1,4,857,2,real
235,18,18,3978,1850,426,0.05964745775439524,1,1,801,1,3,6,187,70,real
236,5,33,920,3301,335,0.02749791919736402,1,0,168,0,4,7,21,2,real
237,5,11,8906,104,2,0.0015465006200461363,0,0,20,0,7,5,872,3,fake
238,13,124,3139,736,435,0.04296027434485468,0,0,546,1,1,4,962,7,real
239,15,116,5457,1254,96,0.05543225980836554,0,0,830,0,0,2,750,84,real
240,18,27,9922,157,46,0.0005522779861218575,0,0,83,1,4,6,830,64,fake
241,13,26,5860,3728,274,0.0720433702225778,0,0,987,1,3,7,790,41,real
242,8,24,15282,409,29,0.005099988645592716,0,0,27,0,8,2,899,54,fake
243,17,11,18744,471,46,0.0007164166537153616,0,0,2,1,6,4,465,41,fake
244,13,143,8529,292,264,0.07548725289085606,1,1,709,1,2,1,879,5,real
245,7,105,324,1091,8,0.06486950425330355,1,1,703,0,2,9,652,89,real
246,11,5,3078,268,10,0.0036401791592633637,0,0,10,1,5,9,258,82,fake
247,10,1,4886,2891,282,0.055342770078706804,0,0,10,0,4,3,457,63,real
248,12,29,18361,39,26,0.000261123483615886,0,0,60,0,4,3,989,1,fake
249,15,9,8793,27,21,0.0017680897662985119,0,0,89,1,4,7,579,25,fake
250,13,89,8357,1162,300,0.03760417911091565,1,1,247,0,3,2,13,81,real
251,18,88,5602,3507,7,0.09426097101586556,0,1,360,1,3,4,245,46,real
252,9,93,1734,957,207,0.08179847710772054,0,1,909,0,2,4,182,15,real
253,5,6,3353,4770,401,0.05876944695313122,1,0,221,1,4,1,331,69,real
254,7,94,896,1727,124,0.025218198181926943,0,1,773,1,3,8,380,17,real
255,14,29,2637,196,5,0.0011036786868922732,0,0,19,0,2,3,557,21,fake
256,16,73,7688,646,32,0.034038483767754917,0,0,58,0,3,8,800,53,real
257,12,21,14916,463,37,0.008009850039758747,0,0,15,1,2,8,758,55,fake
258,19,140,3367,3407,203,0.029606551003894713,1,1,460,1,1,1,796,87,real
259,15,70,880,574,5,0.05149294953924828,0,1,128,0,2,8,305,10,real
260,10,55,6761,1611,296,0.016537042551318593,1,0,699,1,3,8,849,81,real
261,12,25,11173,221,40,0.0034612615256615366,0,0,47,1,9,1,409,57,fake
262,13,35,1766,3680,4,0.010792455496499388,0,0,86,0,0,5,67,65,real
263,8,83,1127,1035,442,0.0931944139654372,0,0,104,0,2,8,884,37,real
264,5,5,5004,44,45,0.0007884651827199662,0,0,24,1,7,3,539,7,fake
265,18,6,1657,4767,273,0.052536048181949804,1,0,205,0,1,1,557,76,real
266,5,53,7002,814,176,0.07249102718360843,1,1,641,0,1,6,417,40,real
267,14,128,6781,2461,337,0.043604829797258784,1,1,758,1,3,8,650,50,real
268,8,13,17966,156,30,0.0026548020453967926,0,0,16,0,7,5,522,1,fake
269,16,105,2771,1401,338,0.03405759374211187,1,1,363,0,2,3,73,20,real
270,18,46,3445,1245,437,0.030115901978544538,1,0,621,1,3,0,583,31,real
271,11,122,6632,4042,444,0.057822978616951376,1,1,309,0,4,3,887,68,real
272,6,1,16701,291,42,0.006828080860699093,0,0,81,1,5,2,429,90,fake
273,7,118,4522,4733,386,0.05795363691499811,1,0,1,0,1,6,852,12,real
274,5,149,1858,4854,24,0.0286660581287023,1,1,11,0,1,9,155,22,real
275,9,117,2706,3559,324,0.036695783181699526,1,1,826,1,2,4,281,1,real
276,5,20,1727,4210,182,0.008389796062890932,1,1,747,0,1,2,26,1,real
277,12,10,11168,44,5,0.007456352721723555,0,0,60,0,5,1,801,3,fake
278,5,25,9269,1364,466,0.025345712967301627,1,0,936,0,2,1,107,76,real
279,15,14,9475,85,49,0.0011986512984952136,0,0,80,0,9,4,461,21,fake
280,5,25,3398,81,19,0.007785664399339335,0,0,82,0,6,7,748,13,fake
281,6,25,2238,258,46,0.003705591582170781,0,0,49,0,3,7,984,61,fake
282,6,121,3881,2593,94,0.0038873697016689303,1,0,755,1,4,4,907,13,real
283,16,7,4466,66,40,0.006793826689350033,0,0,4,0,5,1,252,82,fake
284,10,124,1514,3628,110,0.027255774881540053,1,0,518,0,0,3,488,33,real
285,11,21,6363,366,10,0.006715077892969441,0,0,66,1,5,6,210,6,fake
286,9,48,7127,1517,380,0.048499228457749954,1,0,415,1,0,5,915,25,real
287,5,12,4166,314,1,0.007935927210776393,0,0,49,1,7,9,958,23,fake
288,5,36,8273,2073,230,0.05176389356894345,0,1,5,0,4,6,482,88,real
289,7,29,1779,19,30,0.006971827803090462,0,0,31,1,3,4,188,26,fake
290,18,18,3134,222,37,0.0003886835667250022,0,0,66,1,6,1,517,4,fake
291,6,9,19620,370,25,0.005194811108895483,0,0,54,0,8,7,462,35,fake
292,9,8,19023,246,26,0.0016618117347097184,0,0,2,1,8,1,279,75,fake
293,16,59,9084,2762,424,0.042555587769671756,0,1,422,0,1,7,243,25,real
294,14,88,7860,1763,134,0.03482306397073687,1,0,265,0,1,6,633,20,real
295,10,17,9611,243,45,0.009699645374926902,0,0,61,0,2,2,495,1,fake
296,11,146,1514,1613,234,0.03638994064953325,0,0,212,0,3,3,587,94,real
297,8,68,8934,1332,436,0.08332743050287578,1,1,78,0,4,6,347,68,real
298,11,48,9950,2451,318,0.04542707243604253,0,1,782,1,4,3,870,23,real
299,15,107,3934,1108,367,0.0719558413265435,1,0,666,0,4,8,958,99,real
300,12,118,8625,1515,344,0.010745321644188656,0,0,221,1,3,6,766,22,real
301,15,148,9793,1136,159,0.08461191855551119,1,0,369,0,3,0,766,95,real
302,5,149,4495,306,37,0.07357179867781098,1,1,958,1,3,0,989,62,real
303,19,36,8110,3059,149,0.02117167784619657,0,0,347,0,2,3,457,1,real
304,10,142,8694,2235,399,0.014528600974578665,0,0,25,0,1,8,593,59,real
305,12,10,201,4364,307,0.03162923487256244,0,0,976,0,0,3,366,68,real
306,9,137,8700,3797,28,0.09760705860319044,1,0,420,1,3,4,58,19,real
307,8,77,4927,2106,143,0.025683157456705866,0,1,354,1,1,0,505,30,real
308,6,6,15583,422,45,0.0025583453851109783,0,0,15,1,6,1,355,1,fake
309,10,1,9458,2218,144,0.0030020225717336314,1,1,417,0,0,3,711,48,real
310,10,2,5955,232,30,0.004201073512692232,0,0,60,0,3,3,302,19,fake
311,15,11,9398,113,23,0.0019670215177343743,0,0,43,1,2,9,698,52,fake
312,19,6,9018,4009,346,0.09531246125079651,0,1,907,0,2,5,973,85,real
313,5,84,7292,1677,344,0.051673604494006445,0,0,112,1,0,5,682,22,real
314,13,145,9675,4381,268,0.08191073261776878,1,1,954,0,1,7,159,50,real
315,16,66,9288,2555,327,0.05471276425689006,1,0,704,1,4,8,591,66,real
316,15,41,1884,685,183,0.00407850134355181,0,0,914,1,4,0,554,6,real
317,10,117,9072,1833,260,0.031500827518977405,1,0,559,0,4,0,805,64,real
318,17,124,4773,1366,267,0.05755495078311033,0,0,428,1,2,5,865,21,real
319,7,23,8474,3082,168,0.09505939659311244,0,1,733,0,3,3,269,97,real
320,8,14,8249,336,12,0.0013458913381796322,0,0,93,0,2,3,331,19,fake
321,16,18,1061,556,226,0.022835561417884766,0,1,562,0,3,0,86,91,real
322,15,21,13062,107,24,0.006009296006037103,0,0,98,1,9,8,119,37,fake
323,8,101,7548,2050,376,0.02011729671139008,1,1,216,1,4,2,826,63,real
324,7,41,7421,4544,213,0.09224988963025033,0,1,413,1,3,4,905,29,real
325,14,31,6330,1762,49,0.08526661531017207,0,1,733,0,2,9,660,60,real
326,7,20,4796,235,36,0.004931796487415207,0,0,40,0,2,0,556,92,fake
327,19,35,317,1859,491,0.03927351142242276,0,1,602,1,1,7,432,34,real
328,7,96,7747,2652,392,0.050438070429876684,0,1,232,0,3,2,403,1,real
329,8,12,19918,231,40,0.003746597341030413,0,0,96,0,6,0,244,48,fake
330,11,72,3186,3406,209,0.025339810755937265,1,0,258,1,0,9,339,89,real
331,8,135,1261,4412,433,0.0505028046148767,1,1,665,1,2,5,721,21,real
332,13,5,19564,333,24,0.0008541902215152531,0,0,85,0,9,0,334,34,fake
333,5,7,16312,498,28,0.007359593646685679,0,0,30,0,7,2,160,26,fake
334,12,69,6236,628,346,0.08865895961689464,0,1,424,1,2,4,555,36,real
335,11,12,5315,1142,99,0.07516797670314233,1,0,770,1,1,3,645,99,real
336,6,13,14207,487,30,5.856297898418905e-05,0,0,63,0,3,6,888,23,fake
337,12,2,2446,482,42,0.004576615883293183,0,0,24,0,6,5,41,81,fake
